gene,Chromosome_name,Strand,Description,Cluster,mESCs_pbulk_Rlog_rep1,mESCs_pbulk_Rlog_rep2,mESCs_pbulk_Rlog_rep3,PGNs_pbulk_Rlog_rep1,PGNs_pbulk_Rlog_rep2,PGNs_pbulk_Rlog_rep3,DNs_pbulk_Rlog_rep1,DNs_pbulk_Rlog_rep2,DNs_pbulk_Rlog_rep3,OLGs_pbulk_Rlog_rep1,OLGs_pbulk_Rlog_rep2,OLGs_pbulk_Rlog_rep3,OLGs_vs_mESCs_LogFC,OLGs_vs_mESCs_pvalue,OLGs_vs_mESCs_padj,DNs_vs_mESCs_LogFC,DNs_vs_mESCs_pvalue,DNs_vs_mESCs_padj,PGNs_vs_mESCs_LogFC,PGNs_vs_mESCs_pvalue,PGNs_vs_mESCs_padj,DNs_vs_OLGs_LogFC,DNs_vs_OLGs_pvalue,DNs_vs_OLGs_padj,PGNs_vs_OLGs_LogFC,PGNs_vs_OLGs_pvalue,PGNs_vs_OLGs_padj,DNs_vs_PGNs_LogFC,DNs_vs_PGNs_pvalue,DNs_vs_PGNs_padj,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,      
Nr3c1,18,-1.0,nuclear receptor subfamily 3  group C  member 1 [Source:MGI Symbol;Acc:MGI:95824]    ,4,5.934932132,6.2805033429999995,6.273106417999999,7.60499367,8.001148545,7.702395845,6.366371372000001,6.150511776,6.587073449,7.573310416,7.321974741,8.218703064,-2.1678962000000004,3.4399999999999995e-13,2.16e-12,nan,nan,nan,-2.1759635040000003,6.32e-16,2.93e-15,1.87036656,3.68e-08,5.16e-07,nan,nan,nan,-1.878433864,2.48e-09,5.019999999999999e-08,nan, group C, member 1 [Source:MGI Symbol;Acc:MGI:95824],nan,nan,nan,nan,nan,  group C  member 1 [Source:MGI Symbol;Acc:MGI:95824]    
Nr3c2,8,1.0,nuclear receptor subfamily 3  group C  member 2 [Source:MGI Symbol;Acc:MGI:99459]    ,6,-0.39788399,-0.662578521,-1.063030153,4.568149285,4.96504984,4.44190327,0.345772586,0.48059375600000004,0.402536276,3.127565772,2.601470882,2.481732011,-6.4764102160000006,7.489999999999999e-10,3.63e-09,nan,nan,nan,-8.812846596,6.02e-26,4.41e-25,3.8066487639999997,0.005553729,0.021564466,nan,nan,nan,-6.143085144,2.18e-06,2.5300000000000002e-05,nan, group C, member 2 [Source:MGI Symbol;Acc:MGI:99459],nan,nan,nan,nan,nan,  group C  member 2 [Source:MGI Symbol;Acc:MGI:99459]    
Nr4a1,15,1.0,nuclear receptor subfamily 4  group A  member 1 [Source:MGI Symbol;Acc:MGI:1352454]    ,6,5.129428591,5.576737556,4.906552373,6.557339327999999,6.793883734,6.870735811,4.887531163999999,4.528438578,5.064579902,5.931659592000001,5.341329378,6.575943421,-1.140239487,0.00813458,0.016799087,nan,nan,nan,-2.023370669,6.790000000000001e-09,2.09e-08,1.7087717,0.000952194,0.0048719359999999995,nan,nan,nan,-2.5919028809999998,1.08e-08,1.95e-07,nan, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352454],nan,nan,nan,nan,nan,  group A  member 1 [Source:MGI Symbol;Acc:MGI:1352454]    
Nr4a2,2,-1.0,nuclear receptor subfamily 4  group A  member 2 [Source:MGI Symbol;Acc:MGI:1352456]    ,1,1.8847326530000001,1.6719045590000001,2.575762842,6.751577507,7.219092647999999,6.882472862999999,7.97010682,8.421790075,8.267236827,3.818727597,4.9285949360000005,2.924304288,-3.445289106,0.00011512799999999999,0.000321935,-8.852534341,1.2799999999999997e-65,4.629999999999999e-64,-7.323611419,5.589999999999999e-45,9.48e-44,-5.4072452339999995,2.34e-10,4.7100000000000005e-09,-3.878322312,4.99e-06,4.1200000000000005e-05,1.5289229219999998,0.0027528870000000003,0.013705796000000001,nan, group A, member 2 [Source:MGI Symbol;Acc:MGI:1352456],nan,nan,nan,nan,nan,  group A  member 2 [Source:MGI Symbol;Acc:MGI:1352456]    
Nr5a2,1,-1.0,nuclear receptor subfamily 5  group A  member 2 [Source:MGI Symbol;Acc:MGI:1346834]    ,3,2.8946257689999997,1.601056764,3.3806065430000003,-0.095851006,-0.020930633,-0.059449855999999995,0.124436246,0.237034076,0.17184325399999997,0.750407045,0.8871273009999999,2.003574398,nan,nan,nan,4.081775256,0.014688499999999998,0.024948362,4.550470032,0.0059812319999999995,0.01039354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834],nan,nan,nan,nan,nan,  group A  member 2 [Source:MGI Symbol;Acc:MGI:1346834]    
Nr6a1,2,-1.0,nuclear receptor subfamily 6  group A  member 1 [Source:MGI Symbol;Acc:MGI:1352459]    ,3,7.496940585,7.086567041,7.437177442,4.020310008,4.100005958000001,4.629477746,3.5589889739999996,3.9852057939999996,4.08982531,5.053027223,2.722054644,2.641484935,4.290569958,8.359999999999999e-10,4.04e-09,4.554182003,1.38e-19,8.569999999999999e-19,3.977278108,1.3e-23,8.58e-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352459],nan,nan,nan,nan,nan,  group A  member 1 [Source:MGI Symbol;Acc:MGI:1352459]    
Nrf1,6,1.0,nuclear respiratory factor 1 [Source:MGI Symbol;Acc:MGI:1332235]      ,3,6.85418266,6.634127552000001,6.881313126,5.496333631000001,5.394760569,5.073601313,4.904516888,4.710759424,5.079254201,5.527682761,5.757197528,6.34163159,1.14499689,0.00196322,0.004535968,2.590181165,9.41e-13,4.09e-12,1.9617243130000002,1.4199999999999998e-11,5.2200000000000005e-11,1.445184274,0.001814514,0.008423459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Olig2,16,1.0,oligodendrocyte transcription factor 2 [Source:MGI Symbol;Acc:MGI:1355331]      ,4,-0.6698275570000001,-0.6815043009999999,-0.696756635,3.26914016,3.300519778,2.345115164,4.058741213999999,3.74605732,1.106236398,7.514203571,7.531739631000001,7.732761345,-15.10383866,1.9699999999999998e-42,6.36e-41,-10.02239149,1.6999999999999999e-19,1.05e-18,-9.417429004,1.27e-17,6.45e-17,5.081447167,5e-24,3.53e-22,5.686409654,7.92e-30,6.320000000000001e-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Onecut2,18,1.0,one cut domain  family member 2 [Source:MGI Symbol;Acc:MGI:1891408]     ,4,1.8754393169999999,2.959826475,1.153299027,5.594304988999999,5.710625705,6.36847276,3.121463372,3.2822981639999997,3.9913897489999997,6.871405066,6.275584536,5.818248942,-5.754445498,1.59e-13,1.0199999999999999e-12,-1.9698096319999998,0.028534161000000002,0.046301762999999996,-5.182113515,1.17e-11,4.3200000000000003e-11,3.784635865,2.3800000000000003e-05,0.00018600799999999998,nan,nan,nan,-3.212303882,0.000268478,0.0018717570000000002,nan, family member 2 [Source:MGI Symbol;Acc:MGI:1891408],nan,nan,nan,nan,nan,nan,  family member 2 [Source:MGI Symbol;Acc:MGI:1891408]     
Otx2,14,-1.0,orthodenticle homeobox 2 [Source:MGI Symbol;Acc:MGI:97451]      ,3,5.440297973,4.866037075,5.520472946,1.249256835,1.3472552340000001,1.306353672,2.838310854,4.758652426,4.335710549,3.7691921039999996,3.9824936419999997,3.85078079,1.8927523130000001,0.019953672,0.038122426,1.4304176519999998,0.023967556,0.039347899,6.667394044,1.03e-08,3.15e-08,nan,nan,nan,4.774641731,9.91e-05,0.00060565,5.236976392,6.65e-06,7.020000000000001e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Pax6,2,1.0,paired box 6 [Source:MGI Symbol;Acc:MGI:97490]      ,5,2.54137139,1.143758874,2.788573441,1.232344758,1.84354167,2.101549323,0.551515596,0.609641682,0.574724079,2.2621416869999997,3.0995498539999997,1.185604205,nan,nan,nan,3.231045129,0.017041903,0.028647137000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Pbx1,1,-1.0,pre B cell leukemia homeobox 1 [Source:MGI Symbol;Acc:MGI:97495]      ,7,6.333979117,6.205328585,5.8025157,8.414857639,8.155828935,8.188647655,9.748530834,9.785291457000001,9.946437027,6.6759183779999995,7.427676627,7.3422922139999995,-1.536523342,8.529999999999999e-07,3.08e-06,-4.986843339,6.849999999999999e-105,5.229999999999999e-103,-3.0022124,1.3000000000000001e-37,1.6299999999999995e-36,-3.450319997,2.38e-28,2.3e-26,-1.4656890580000002,3.39e-06,2.8999999999999997e-05,1.984630939,4.8200000000000005e-17,2.43e-15,nan,nan,nan,nan,nan,nan,nan,nan,      
Pbx2,17,1.0,pre B cell leukemia homeobox 2 [Source:MGI Symbol;Acc:MGI:1341793]      ,1,3.550739019,3.71608906,3.664684498,6.088542656,5.9703325089999995,5.986762153,5.889220905,5.91689567,5.933111197000001,5.392445943999999,5.625305537999999,5.481496868,-2.7607309589999995,7.46e-13,4.58e-12,-3.3195097610000004,2.82e-41,5.12e-40,-3.4585661969999997,3.1399999999999997e-54,7.29e-53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Pbx3,2,-1.0,pre B cell leukemia homeobox 3 [Source:MGI Symbol;Acc:MGI:97496]      ,7,3.6960556760000003,5.427106625,4.07369368,2.216847026,3.134423963,2.743335241,5.919470981,6.031518547,6.129488297000001,3.942555112,2.38834439,3.4381189389999998,nan,nan,nan,-1.758420395,0.00631901,0.011427551000000001,2.8214462960000004,0.0006399,0.001264685,-3.5128433130000003,0.000558575,0.003077253,nan,nan,nan,4.57986669,5.98e-08,9.35e-07,nan,nan,nan,nan,nan,nan,nan,nan,      
Pgr,9,1.0,progesterone receptor [Source:MGI Symbol;Acc:MGI:97567]      ,1,0.15367771300000002,1.388089743,0.71719138,5.2106747669999995,5.1123734810000006,5.4474095160000005,5.660781533,5.59780413,5.281903245,1.81931694,1.99036588,1.88503324,nan,nan,nan,-6.900983949,3.41e-22,2.4e-21,-6.58000981,1.76e-20,1.0199999999999998e-19,-5.170601496000001,3.8799999999999994e-05,0.00029058400000000004,-4.849627357,0.000105349,0.000639856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Pitx2,3,1.0,paired-like homeodomain transcription factor 2 [Source:MGI Symbol;Acc:MGI:109340]      ,3,4.669711175,5.1944974,3.0990208360000002,0.318460963,0.414344394,1.394366253,0.5246666010000001,2.784077054,1.7091714269999998,1.220801319,1.381818543,1.282663474,4.507767578,0.00171586,0.004008735,3.385100787,0.005036395,0.009245474,5.450361472000001,0.00010616899999999999,0.000228105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Pknox1,17,1.0,Pbx/knotted 1 homeobox [Source:MGI Symbol;Acc:MGI:1201409]      ,3,4.984074468,5.669721615,5.320079831,3.875954633,4.565650217,4.109843851,3.6626359710000003,3.24895614,1.912075915,4.655313779,4.199489453,4.453588293,nan,nan,nan,3.200462175,5.47e-06,1.4300000000000002e-05,1.55996607,0.001545694,0.002907692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Plag1,4,-1.0,pleiomorphic adenoma gene 1 [Source:MGI Symbol;Acc:MGI:1891916]      ,3,4.030731827,4.7111658180000004,3.98313953,2.3077375069999997,1.6417919140000001,2.075114781,1.817054454,0.887568006,0.8422732940000001,1.409480365,2.810474712,1.4700498640000002,3.423497706,0.006741843000000001,0.014136802,4.704114675,0.000115655,0.000261864,3.1922107939999997,0.000120338,0.000257114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Pou2f1,1,-1.0,POU domain  class 2  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101898]    ,5,6.779647791,6.21644447,6.483839986,5.740557986000001,5.496397551,5.508117342,5.791393009,5.085404787,5.580853331,6.248424086,7.3946105189999995,6.432661196000001,nan,nan,nan,1.349806179,0.000860619,0.0017548639999999999,1.264007457,0.0009326219999999999,0.0018042029999999999,1.7094248680000002,0.000157779,0.001017619,1.6236261459999999,0.00016995,0.000977721,nan,nan,nan,nan, class 2, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101898],nan,nan,nan,nan,nan,  class 2  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101898]    
Pou3f1,4,1.0,POU domain  class 3  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]    ,6,5.456577976,5.793287049,5.210700006000001,8.112667497999999,8.33800163,8.174383195,6.66671906,6.139606604,6.75061208,5.801477902999999,6.310187768,6.667834743999999,-1.124837693,0.0039322409999999995,0.008603915,-1.469984784,2.03e-06,5.55e-06,-3.616950995,2.03e-38,2.63e-37,nan,nan,nan,-2.492113302,1.9099999999999999e-10,3.07e-09,-2.14696621,7.41e-12,2.2e-10,nan, class 3, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896],nan,nan,nan,nan,nan,  class 3  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101896]    
Pou3f2,4,-1.0,POU domain  class 3  transcription factor 2 [Source:MGI Symbol;Acc:MGI:101895]    ,1,0.376328847,0.370812971,0.363694154,4.1592620160000005,4.281145521,4.380309096,7.046489697,6.265802115,6.625453684,5.086453886,4.8840068830000005,5.867782812000001,-12.10964655,2.0999999999999998e-27,2.96e-26,-13.75849836,9.33e-36,1.31e-34,-10.66208686,1.2800000000000001e-22,8.11e-22,-1.6488518140000001,0.0006177019999999999,0.003350568,1.447559689,0.005006856,0.018501309,3.096411503,9.7e-13,3.2e-11,nan, class 3, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101895],nan,nan,nan,nan,nan,  class 3  transcription factor 2 [Source:MGI Symbol;Acc:MGI:101895]    
Pou5f1,17,1.0,POU domain  class 5  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893]    ,3,7.124201426,6.52514256,6.614031582000001,0.345523819,0.46752592200000004,1.492987605,0.605667732,0.7122494690000001,0.650614872,1.3468147419999998,1.52072668,1.413630994,7.064398249,3.3500000000000002e-09,1.52e-08,8.359931104,9.18e-13,3.99e-12,8.068509111000001,6.580000000000001e-12,2.47e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, class 5, transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893],nan,nan,nan,nan,nan,  class 5  transcription factor 1 [Source:MGI Symbol;Acc:MGI:101893]    
Pou6f1,15,-1.0,POU domain  class 6  transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935]    ,1,3.1301467769999998,3.056503873,2.9144979589999997,6.174873322000001,6.181583155,6.47538106,5.029928099999999,5.509169517999999,5.67165122,5.6057077710000005,5.847812477000001,3.7877884739999996,-3.490907637,3.7299999999999995e-15,2.67e-14,-3.592212045,5.820000000000001e-26,4.93e-25,-4.711012083,2.1399999999999995e-56,5.26e-55,nan,nan,nan,-1.220104447,0.0074586159999999995,0.025721373,-1.118800038,0.001526715,0.008329413,nan, class 6, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935],nan,nan,nan,nan,nan,  class 6  transcription factor 1 [Source:MGI Symbol;Acc:MGI:102935]    
Prdm1,10,-1.0,PR domain containing 1  with ZNF domain [Source:MGI Symbol;Acc:MGI:99655]     ,3,3.581165707,5.355050252,4.39913737,0.018265474,1.2633334509999998,0.076393365,0.263068979,0.39620123,0.31912158399999996,1.00319782,1.164851694,1.065304574,4.7762593330000005,0.0010273110000000002,0.0025001999999999997,6.01216294,2.15e-05,5.2900000000000005e-05,5.730432179,5.539999999999999e-05,0.000122419,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, with ZNF domain [Source:MGI Symbol;Acc:MGI:99655],nan,nan,nan,nan,nan,nan,  with ZNF domain [Source:MGI Symbol;Acc:MGI:99655]     
Prdm14,1,-1.0,PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194]      ,3,3.602095005,2.497571653,4.173657771,-0.041439802000000005,0.038120087999999996,0.005120471,0.190570875,0.31366707,0.242398005,0.8749057640000001,1.024373505,2.196623261,nan,nan,nan,4.927570956,0.001240651,0.0024783229999999997,5.4177028179999995,0.000338663,0.000690648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Prdm16,4,-1.0,PR domain containing 16 [Source:MGI Symbol;Acc:MGI:1917923]      ,5,2.730532085,2.252576758,2.321518691,1.356343281,0.634621371,0.6104330729999999,2.746522643,2.29264231,1.696537838,3.415446357,1.3971944669999998,1.309822358,nan,nan,nan,nan,nan,nan,2.990965096,0.015054016000000002,0.02466064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Prdm5,6,1.0,PR domain containing 5 [Source:MGI Symbol;Acc:MGI:1918029]      ,3,5.484200351,4.787523237,5.36003952,2.759318015,2.15593562,2.094314607,2.3300042999999997,3.812970855,3.228970142,3.1421025460000003,3.950264475,3.213754313,2.408663226,0.004874575999999999,0.010496783999999999,2.7345193269999997,4.59e-05,0.000108768,4.142723533,1.2699999999999999e-07,3.55e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Prrx1,1,-1.0,paired related homeobox 1 [Source:MGI Symbol;Acc:MGI:97712]      ,4,-1.558765823,-0.302935178,-1.573170693,-0.410478852,2.035480933,-0.319646127,-0.081318499,0.053997445,-0.024346495,3.347199102,4.943643521,5.01250184,-5.648291766,0.003470165,0.007663678,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Rara,11,1.0,retinoic acid receptor  alpha [Source:MGI Symbol;Acc:MGI:97856]     ,2,4.683609494,4.860105419,4.31126106,3.8728705569999997,3.384720919,3.704038427,2.099274494,1.252585205,2.157499186,1.702615534,1.865152717,1.765061652,4.373574178999999,0.000166263,0.000455047,4.167968816,7.52e-05,0.000174154,1.2857021929999999,0.014221538,0.023379267999999998,nan,nan,nan,-3.087871986,0.007440594,0.025686377000000003,-2.882266623,0.00654878,0.028179238,nan, alpha [Source:MGI Symbol;Acc:MGI:97856],nan,nan,nan,nan,nan,nan,  alpha [Source:MGI Symbol;Acc:MGI:97856]     
Rarg,15,-1.0,retinoic acid receptor  gamma [Source:MGI Symbol;Acc:MGI:97858]     ,3,4.727813468,4.69579027,4.858075017,1.793485849,3.5493194569999997,2.676556492,2.11403713,2.2528229580000003,2.1720325000000003,1.716333696,1.879253361,3.622550993,2.919621775,0.008465341,0.017428515,3.791122623,6.27e-05,0.00014633,2.628675006,0.000102065,0.000219704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, gamma [Source:MGI Symbol;Acc:MGI:97858],nan,nan,nan,nan,nan,nan,  gamma [Source:MGI Symbol;Acc:MGI:97858]     
Rbpj,5,1.0,recombination signal binding protein for immunoglobulin kappa J region [Source:MGI Symbol;Acc:MGI:96522]      ,3,8.289424262,8.087171547999999,8.421265883,5.610064228,5.569464944,5.817242089,5.546786141,5.383116418999999,6.184913067999999,7.29227039,6.65199777,7.142782308999999,1.534005337,1.1599999999999999e-07,4.5700000000000003e-07,3.3454317560000004,2.6000000000000004e-28,2.45e-27,3.4802130239999998,2.8099999999999997e-35,3.1399999999999995e-34,1.811426419,4.2600000000000003e-07,4.92e-06,1.9462076869999998,1.02e-08,1.32e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Rela,19,1.0,v-rel reticuloendotheliosis viral oncogene homolog A (avian) [Source:MGI Symbol;Acc:MGI:103290]      ,5,5.315073637,5.7107467960000005,5.658527792,4.227466299,4.4282240139999995,4.966473032,4.661452398,4.454154246,4.187355238,5.721221605,4.83016503,5.19631208,nan,nan,nan,1.5728031969999998,0.0005474999999999999,0.001143071,1.38285696,0.000638656,0.001262857,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Relb,7,-1.0,avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]      ,5,3.505953078,4.524667316,4.3862372789999995,3.9472206819999998,3.809083443,3.966276232,3.26849199,2.626897465,2.551957095,4.213012115,4.036907773,4.587158614,nan,nan,nan,2.102947903,0.0075278540000000005,0.013450617,nan,nan,nan,2.245118294,0.013070674,0.043555508,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Rest,5,1.0,RE1-silencing transcription factor [Source:MGI Symbol;Acc:MGI:104897]      ,3,7.133411634,7.127003988999999,7.512994797,1.201531788,2.1510142009999997,3.55975406,2.341985286,2.493470227,2.405414649,3.829065113,2.1516302780000003,3.289473993,5.118002539,7.42e-09,3.2799999999999996e-08,6.51280016,7.64e-14,3.5299999999999996e-13,6.016333835,1.4099999999999999e-21,8.569999999999999e-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Rfx1,8,1.0,regulatory factor X  1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]     ,6,3.581092032,4.2826664260000005,4.238373932,5.349020263,5.255942507,5.119393375,4.2749317069999995,3.790647625,3.896249123,3.384277495,2.4388064469999997,3.4543729739999995,nan,nan,nan,nan,nan,nan,-1.607947085,0.00015560200000000002,0.000328685,nan,nan,nan,-3.078745286,0.003040277,0.012129601,-1.699226875,0.0019162920000000002,0.010083236,nan, 1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982],nan,nan,nan,nan,nan,nan,  1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]     
Rfx2,17,-1.0,regulatory factor X  2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583]     ,3,4.92162841,4.710482325,4.693473631,2.175341018,0.378769376,1.375736605,0.491332572,0.591624968,0.528313809,1.20151325,1.3639372319999998,1.263915876,4.949149075,6.07e-05,0.000176469,6.234578656,2.21e-07,6.559999999999999e-07,4.414046455,6.909999999999999e-07,1.81e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, 2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583],nan,nan,nan,nan,nan,nan,  2 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106583]     
Rfx3,19,-1.0,regulatory factor X  3 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106582]     ,2,5.281287912,5.83399613,4.825442859,5.653438563,5.496046259,5.476139742999999,3.559529271,4.631296204,3.627709573,4.787270845,2.728024493,3.67011844,1.877274009,0.015774821,0.030987767000000003,1.891520606,0.001592281,0.003133243,nan,nan,nan,nan,nan,nan,-2.089562434,0.008259914,0.028049606,-2.103809031,0.000631053,0.003897784,nan, 3 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106582],nan,nan,nan,nan,nan,nan,  3 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:106582]     
Rora,9,1.0,RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]      ,7,1.047318309,1.177275354,0.281909325,2.7528239460000004,0.654868525,1.545782529,3.377118957,4.2214170310000005,4.290064609,2.599231213,1.533979464,3.7690321069999997,-3.40435881,0.0013934529999999998,0.0033126920000000003,-4.810778937,2.56e-08,8.199999999999999e-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.8639889380000003,0.005034947,0.022495172,nan,nan,nan,nan,nan,nan,nan,nan,      
Rreb1,13,1.0,ras responsive element binding protein 1 [Source:MGI Symbol;Acc:MGI:2443664]      ,7,5.89916588,5.720569515,5.340210065,5.902497201,4.763617407,5.1087944169999995,7.493614846,7.217540785,7.23284976,3.017130298,3.144184034,4.497692439,3.0154567639999996,0.002031134,0.004679455,-2.113947067,9.309999999999999e-09,3.08e-08,nan,nan,nan,-5.1294038319999995,4.6799999999999996e-07,5.35e-06,-2.60803456,0.0075624130000000005,0.026027837,2.521369272,5.98e-10,1.3400000000000001e-08,nan,nan,nan,nan,nan,nan,nan,nan,      
Runx2,17,-1.0,runt related transcription factor 2 [Source:MGI Symbol;Acc:MGI:99829]      ,6,-0.504193828,-0.852203499,-0.864374463,5.604455289,5.30120739,5.646786367000001,0.67555399,3.249857967,3.575169753,2.675064262,1.544254285,2.7507463430000003,-7.131078582000001,7.44e-08,2.9899999999999996e-07,-7.98836675,1.63e-14,7.8e-14,-11.1896162,2.96e-30,2.6300000000000005e-29,nan,nan,nan,-4.058537617,0.0007434960000000001,0.003593336,-3.2012494489999996,3.9500000000000005e-05,0.000347662,nan,nan,nan,nan,nan,nan,nan,nan,      
Sall1,8,-1.0,spalt like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1889585]      ,5,6.83484981,6.10744498,6.353040303999999,4.000798285,3.850264768,3.280608315,4.800914048,5.188415374,3.1820854869999997,7.17517949,7.262842787,7.148589877999999,-0.921677685,0.022432503,0.042316157,2.4703307480000003,3.32e-07,9.75e-07,3.86626542,2.2200000000000002e-12,8.6e-12,3.3920084339999996,2.6899999999999996e-11,6.03e-10,4.787943105,6.920000000000001e-17,2.1e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sall4,2,-1.0,spalt like transcription factor 4 [Source:MGI Symbol;Acc:MGI:2139360]      ,3,11.6908219,11.18889845,11.80941542,1.5050308019999998,1.62820147,1.57701743,3.47198632,2.7857660789999996,2.6958714610000003,2.419793234,2.5639539769999997,2.475198462,10.78327166,4.270000000000001e-21,4.2900000000000004e-20,9.494966566,2.01e-46,4.599999999999999e-45,12.61767438,3.1199999999999997e-29,2.63e-28,nan,nan,nan,nan,nan,nan,3.122707814,0.005102115,0.022772353999999998,nan,nan,nan,nan,nan,nan,nan,nan,      
Six4,12,-1.0,sine oculis-related homeobox 4 [Source:MGI Symbol;Acc:MGI:106034]      ,3,6.224986376,5.848830096,5.763834115,0.118020511,0.234167793,0.186311466,0.36523105299999997,0.50519039,0.42367868299999994,1.1470891429999999,1.318038076,1.21276702,6.300925513999999,2.03e-07,7.809999999999999e-07,7.594477485,1.42e-10,5.3e-10,8.12188393,4.860000000000001e-12,1.83e-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Smad2,18,1.0,SMAD family member 2 [Source:MGI Symbol;Acc:MGI:108051]      ,3,7.124727189,7.174422323,7.075461767999999,5.300311552,5.746167462000001,5.308534543,6.33515584,6.4285775,6.602112132,6.204659747000001,5.918237465,5.931380302000001,1.4643625040000001,1.7e-05,5.2900000000000005e-05,0.879586477,5.02e-05,0.00011847299999999999,2.2850554709999997,4.6e-20,2.5999999999999996e-19,nan,nan,nan,nan,nan,nan,1.405468994,1e-06,1.25e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Smad3,9,-1.0,SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]      ,2,4.739264771,4.933165643,6.478175713,5.474697507999999,5.710974437999999,4.939235578,1.8130791240000002,3.5717644689999997,3.1417720119999997,2.352504632,3.614741692,4.074041265,2.9413530160000003,0.004376183,0.009510666999999999,3.684214424,5.18e-05,0.00012198200000000001,nan,nan,nan,nan,nan,nan,-2.639584043,0.010866193,0.035366153,-3.38244545,0.00022888599999999998,0.0016186,nan,nan,nan,nan,nan,nan,nan,nan,      
